iter	Passed	Remaining
872	14075	18170
873	14091	18154
874	14106	18136
875	14121	18119
876	14139	18106
877	14155	18088
878	14174	18076
879	14188	18058
880	14204	18041
881	14215	18019
882	14231	18002
883	14255	17996
884	14270	17979
885	14281	17956
886	14293	17934
887	14309	17918
888	14325	17902
889	14343	17889
890	14359	17872
891	14373	17853
892	14386	17834
893	14398	17812
894	14413	17795
895	14429	17779
896	14441	17758
897	14467	17753
898	14480	17734
899	14495	17716
900	14509	17698
901	14527	17684
902	14546	17672
903	14558	17650
904	14569	17628
905	14585	17612
906	14595	17588
907	14611	17572
908	14626	17555
909	14642	17538
910	14653	17516
911	14667	17497
912	14683	17481
913	14698	17463
914	14715	17449
915	14726	17427
916	14742	17411
917	14767	17405
918	14782	17388
919	14792	17364
920	14808	17348
921	14820	17327
922	14833	17307
923	14850	17293
924	14861	17271
925	14876	17254
926	14886	17230
927	14899	17211
928	14922	17203
929	14935	17183
930	14960	17178
931	14976	17161
932	14997	17151
933	15010	17132
934	15028	17118
935	15045	17102
936	15056	17081
937	15068	17060
938	15085	17045
939	15102	17030
940	15113	17009
941	15130	16993
942	15140	16970
943	15155	16953
944	15167	16932
945	15182	16915
946	15197	16898
947	15211	16880
948	15227	16864
949	15244	16848
950	15259	16831
951	15276	16816
952	15292	16801
953	15303	16779
954	15317	16760
955	15344	16757
956	15357	16737
957	15378	16726
958	15392	16709
959	15404	16688
960	15416	16667
961	15442	16662
962	15460	16648
963	15485	16641
964	15497	16621
965	15508	16600
966	15522	16582
967	15612	16644
968	15640	16640
969	15649	16617
970	15659	16594
971	15669	16572
972	15679	16549
973	15691	16529
974	15706	16511
975	15723	16496
976	15734	16475
977	15749	16457
978	15765	16441
979	15777	16421
980	15792	16404
981	15805	16385
982	15821	16368
983	15840	16355
984	15860	16343
985	15876	16327
986	15889	16307
987	15899	16285
988	15916	16270
989	15930	16252
990	15942	16231
991	15957	16215
992	15968	16193
993	15984	16177
994	15996	16157
995	16007	16135
996	16016	16112
997	16041	16105
998	16060	16092
999	16072	16072
1000	16082	16050
1001	16097	16033
1002	16110	16014
1003	16122	15993
1004	16140	15979
1005	16157	15965
1006	16172	15948
1007	16189	15932
1008	16199	15910
1009	16215	15894
1010	16229	15876
1011	16244	15859
1012	16254	15837
1013	16269	15820
1014	16287	15805
1015	16305	15792
1016	16314	15769
1017	16327	15749
1018	16339	15730
1019	16352	15711
1020	16366	15692
1021	16377	15672
1022	16391	15654
1023	16404	15635
1024	16417	15616
1025	16428	15595
1026	16443	15578
1027	16461	15564
1028	16479	15550
1029	16495	15534
1030	16509	15516
1031	16526	15501
1032	16542	15485
1033	16554	15465
1034	16572	15451
1035	16582	15429
1036	16592	15408
1037	16606	15390
1038	16622	15374
1039	16634	15355
1040	16649	15337
1041	16670	15326
1042	16683	15307
1043	16703	15295
1044	16721	15281
1045	16743	15270
1046	16760	15256
1047	16773	15237
1048	16793	15224
1049	16808	15207
1050	16831	15198
1051	16852	15186
1052	16865	15167
1053	16883	15153
1054	16906	15143
1055	16922	15127
1056	16936	15110
1057	16954	15095
1058	16966	15076
1059	16977	15055
1060	16987	15034
1061	16998	15014
1062	17013	14997
1063	17027	14979
1064	17042	14962
1065	17064	14951
1066	17078	14933
1067	17095	14918
1068	17109	14900
1069	17124	14884
1070	17142	14869
1071	17158	14853
1072	17180	14843
1073	17189	14820
1074	17201	14801
1075	17212	14780
1076	17232	14768
1077	17251	14755
1078	17266	14738
1079	17280	14720
1080	17293	14701
1081	17302	14680
1082	17327	14671
1083	17337	14650
1084	17355	14635
1085	17368	14617
1086	17379	14597
1087	17391	14578
1088	17406	14561
1089	17416	14540
1090	17429	14521
1091	17441	14502
1092	17455	14485
1093	17466	14464
1094	17478	14445
1095	17487	14423
1096	17497	14403
1097	17506	14381
1098	17517	14361
1099	17527	14340
1100	17538	14320
1101	17551	14302
1102	17567	14286
1103	17586	14273
1104	17603	14258
1105	17624	14246
1106	17639	14229
1107	17648	14208
1108	17665	14192
1109	17675	14172
1110	17694	14158
1111	17711	14144
1112	17734	14133
1113	17746	14114
1114	17763	14099
1115	17780	14084
1116	17795	14067
1117	17805	14047
1118	17820	14030
